X,Y,dis_to_goal,angle_to_goal,t,trajectory_id
43.9200350939482,18.7900616165998,18.5623441817404,-4.9069570842164e-05,6812.059,15
43.9200350939482,18.7900616165998,18.5623441817404,-4.9069570842164e-05,6812.059,15
43.9200353698627,18.7900621364804,18.5623443154811,-4.94553930785457e-05,6812.162,15
43.9200356430983,18.7900626513137,18.5623444479236,-4.98374692678993e-05,6812.265,15
43.9200359216912,18.7900631762418,18.5623445829631,-5.02270372084723e-05,6812.368,15
43.9200361949264,18.7900636910753,18.5623447154061,-5.06091135408227e-05,6812.471,15
43.920036473519,18.7900642160038,18.5623448504462,-5.09986813330698e-05,6812.575,15
43.9200367494323,18.7900647358848,18.5623449841881,-5.13845035907679e-05,6812.677,15
43.9200370253457,18.7900652557661,18.5623451179303,-5.1770325819156e-05,6812.78,15
43.9200372985802,18.7900657706001,18.562345250374,-5.21524022172315e-05,6812.882,15
43.9200375744931,18.7900662904815,18.5623453841167,-5.25382242591022e-05,6812.985,15
43.9200378504057,18.790066810363,18.5623455178596,-5.29240465052538e-05,6813.088,15
43.9200381263182,18.7900673302447,18.5623456516027,-5.33098687318656e-05,6813.191,15
43.9200384022305,18.7900678501264,18.562345785346,-5.36956909442665e-05,6813.295,15
43.9200386808214,18.7900683750557,18.5623459203881,-5.40852590642515e-05,6813.398,15
43.920038959412,18.7900688999851,18.5623460554304,-5.44748271273932e-05,6813.502,15
43.9200392326448,18.7900694148197,18.5623461878761,-5.4856903561884e-05,6813.605,15
43.920039511235,18.7900699397493,18.5623463229188,-5.52464716943035e-05,6813.708,15
43.9200397844677,18.7900704545842,18.5623464553648,-5.56285481039254e-05,6813.811,15
43.9200400603786,18.7900709744665,18.5623465891097,-5.60143704575467e-05,6813.913,15
43.9200403362893,18.7900714943491,18.5623467228548,-5.64001927685354e-05,6814.016,15
43.9200406095213,18.7900720091843,18.5623468553016,-5.67822692039144e-05,6814.119,15
43.9200408881104,18.7900725341144,18.5623469903456,-5.71718374597907e-05,6814.222,15
43.9200411640207,18.7900730539972,18.5623471240914,-5.75576597441341e-05,6814.325,15
43.9345017320376,18.789972700426,18.551385008375,0.012717301422002,6814.428,15
43.9650928006508,18.7893813305479,18.5279610763457,0.030603379969948,6814.531,15
43.9962685122427,18.788194927064,18.5037262029046,0.050626708295167,6814.634,15
44.0268122219957,18.7864311732927,18.4796059547869,0.06970472307171,6814.736,15
44.0576378546905,18.7841418018104,18.4549459844093,0.081695039170272,6814.839,15
44.0881623197426,18.7815983049823,18.4303626141601,0.08557660622441,6814.942,15
44.119227413428,18.7789769834038,18.4053407584998,0.081312984466967,6815.045,15
44.1500447194239,18.7765674577967,18.3806636367375,0.071655358424144,6815.148,15
44.180583285798,18.7745260145349,18.3564581962612,0.057402308196088,6815.25,15
44.2114476113869,18.7729539126194,18.3323403737925,0.038556233564182,6815.353,15
44.2423357596124,18.7720093134192,18.3086426777137,0.015544939479572,6815.457,15
44.2732368810592,18.771815149271,18.2854567537459,-0.01095133455739,6815.559,15
44.2732368810592,18.771815149271,18.2854567537459,-0.01095133455739,6815.559,15
44.3038320969771,18.772454628772,18.263077664713,-0.039290851768381,6815.662,15
44.3347115474256,18.773994630766,18.241112403939,-0.069506141633895,6815.764,15
44.3655470622821,18.7764833325793,18.2198403230459,-0.101822998074013,6815.867,15
44.3959535244946,18.7799452144436,18.1995663814624,-0.135733321305979,6815.97,15
44.4265151677884,18.7845187915071,18.1799519189931,-0.172305037190412,6816.073,15
44.457192346174,18.790264320379,18.1610705427283,-0.203992215662363,6816.176,15
44.487439691697,18.7967406462118,18.1430328896222,-0.219319292328809,6816.279,15
44.5173276083585,18.8034595087489,18.1254590827843,-0.221233730969923,6816.381,15
44.5474883968953,18.8101847256393,18.107722967614,-0.214033500183957,6816.484,15
44.5779799850575,18.8166741674894,18.0896190915338,-0.201137990452418,6816.588,15
44.6079739465037,18.8226166383944,18.0715468886816,-0.185048067867504,6816.691,15
44.6386300199052,18.8281444803302,18.052740552891,-0.166970680756375,6816.795,15
44.6691139186648,18.8330714659454,18.0336868981121,-0.149216044860621,6816.897,15
44.699970896698,18.8375281344259,18.0140726742632,-0.134875830189049,6817.001,15
44.7302741164628,18.8415274820608,17.9945852969406,-0.126006229030268,6817.103,15
44.7609267196436,18.8453669659856,17.9747641876926,-0.1238168179827,6817.207,15
44.7916000331586,18.8492239175907,17.9549711431584,-0.128848594090888,6817.31,15
44.8222380628842,18.8533095315035,17.9353916374325,-0.139891238846025,6817.413,15
44.8528227283005,18.8577784980977,17.9161454443463,-0.154854156189169,6817.516,15
44.8836319527798,18.8627595489496,17.8971196411035,-0.169753991712084,6817.619,15
44.9137799695895,18.8680636269039,17.878830540758,-0.181689571849201,6817.722,15
44.9444666731237,18.8737971008823,17.8604794355019,-0.189666074997463,6817.825,15
44.9745042600806,18.879622266886,17.8426978201228,-0.194892736258582,6817.928,15
45.0048082276407,18.8856637551095,17.8249073450631,-0.200168972505169,6818.03,15
45.0347964045048,18.8918210905237,17.8074610702566,-0.206656618804434,6818.133,15
45.0653190117643,18.8983273736903,17.789905913958,-0.215896131053678,6818.237,15
45.0954839062949,18.9050746850092,17.7728131485474,-0.227411896523348,6818.339,15
45.1256089761751,18.9121950609035,17.7560453076976,-0.240503946662383,6818.442,15
45.1552974234792,18.9196276842882,17.7398465790624,-0.254278250829785,6818.544,15
45.1854574769115,18.9276400051937,17.7237508253655,-0.269305347008123,6818.648,15
45.2152049438673,18.9360309064911,17.7082551557527,-0.28446613447792,6818.751,15
