X,Y,dis_to_goal,angle_to_goal,t,trajectory_id
43.94911095945011,18.76794210194556,18.52589260038188,-0.1495191963587618,6367.02,22
43.94911095945011,18.76794210194556,18.52589260038188,-0.1495191963587618,6367.02,22
43.949111152547246,18.767942661234063,18.52589282251291,-0.1495195961464066,6367.124,22
43.949111343787465,18.76794321514487,18.525893042508283,-0.1495199920896697,6367.227,22
43.94911153317082,18.76794376367794,18.525893260367944,-0.1495203841888415,6367.33,22
43.94911172626734,18.7679443229666,18.52589348249958,-0.1495207839762633,6367.434,22
43.94911191750702,18.76794487687768,18.52589370249559,-0.1495211799193683,6367.535,22
43.94911210503293,18.76794542003319,18.52589391822012,-0.1495215681747437,6367.638,22
43.94911229627201,18.767945973944364,18.52589413821668,-0.149521964117854,6367.74,22
43.94911248751109,18.767946527855603,18.525894358213293,-0.1495223600609847,6367.844,22
43.94911267874987,18.76794708176688,18.525894578210167,-0.1495227560044032,6367.946,22
43.9491128699883,18.767947635678222,18.52589479820738,-0.1495231519475748,6368.049,22
43.94911306122656,18.76794818958967,18.52589501820479,-0.1495235478908521,6368.153,22
43.94911325432137,18.767948748878947,18.52589524033825,-0.1495239476782082,6368.257,22
43.9491134566993,18.76794933505716,18.52589547315145,-0.1495243666861325,6368.365,22
43.94911364793694,18.767949888968783,18.525895693149508,-0.1495247626294062,6368.469,22
43.949113839174224,18.76795044288055,18.52589591314793,-0.1495251585726968,6368.571,22
43.949114030411465,18.76795099679232,18.525896133146404,-0.149525554515991,6368.674,22
43.94911421979199,18.767951545326337,18.52589635100905,-0.1495259466150837,6368.777,22
43.94911441288527,18.767952104616107,18.525896573144085,-0.1495263464024212,6368.881,22
43.94911460412181,18.76795265852813,18.5258967931433,-0.1495267423456123,6368.984,22
43.95064938615785,18.768184427235568,18.524892590888022,-0.1539238375596756,6369.087,22
43.9743507475964,18.77209613975784,18.5096133521022,-0.1770625775927818,6369.189,22
44.00470981266088,18.77784380522186,18.490555205687965,-0.206587248579769,6369.293,22
44.03516322855164,18.78460720125524,18.472128741085623,-0.2412514502572058,6369.396,22
44.064780332883984,18.7922814381116,18.4549662672566,-0.2787152944256821,6369.498,22
44.09467091272389,18.801202691440096,18.43845950618357,-0.3195322084758967,6369.602,22
